pair_id,condition,block_n,object,object_selected,score,rt
p001-p093,fixed_associations,2,splat_yellow,splat_red,0,7551.40000000037
p001-p093,fixed_associations,2,splat_red,splat_yellow,0,5717.60000000149
p001-p093,fixed_associations,2,splat_pink,splat_yellow,0,2169.09999999963
p001-p093,fixed_associations,2,splat_grey,splat_grey,1,2246.90000000037
p001-p093,fixed_associations,2,splat_pink,splat_red,0,3228.90000000037
p001-p093,fixed_associations,2,splat_red,splat_pink,0,3007.69999999925
p001-p093,fixed_associations,2,splat_yellow,splat_grey,0,1906.19999999925
p001-p093,fixed_associations,2,splat_grey,splat_pink,0,4092.19999999925
p001-p093,fixed_associations,2,splat_grey,splat_pink,0,2680.10000000149
p001-p093,fixed_associations,2,splat_pink,splat_yellow,0,3556.40000000037
p001-p093,fixed_associations,2,splat_red,splat_grey,0,1427.20000000112
p001-p093,fixed_associations,2,splat_yellow,splat_yellow,1,7362.5
p001-p093,fixed_associations,2,splat_red,splat_yellow,0,2637.30000000075
p001-p093,fixed_associations,2,splat_pink,splat_grey,0,1632.90000000037
p001-p093,fixed_associations,2,splat_grey,splat_yellow,0,1806.80000000075
p001-p093,fixed_associations,2,splat_yellow,splat_yellow,1,4911.09999999963
p001-p093,fixed_associations,3,cross_pink,cross_pink,1,3513.5
p001-p093,fixed_associations,3,hexagon_red,hexagon_yellow,0,4030.80000000075
p001-p093,fixed_associations,3,hexagon_grey,hexagon_pink,0,3798.09999999963
p001-p093,fixed_associations,3,cross_yellow,cross_pink,0,2539.20000000112
p001-p093,fixed_associations,3,star_grey,star_red,0,1087.80000000075
p001-p093,fixed_associations,3,star_yellow,star_yellow,1,1377
p001-p093,fixed_associations,3,star_red,star_red,1,1175.20000000112
p001-p093,fixed_associations,3,circle_pink,circle_grey,0,1899.09999999963
p001-p093,fixed_associations,3,hexagon_pink,hexagon_grey,0,1366.90000000037
p001-p093,fixed_associations,3,star_grey,star_red,0,499.299999998882
p001-p093,fixed_associations,3,cross_yellow,cross_pink,0,1223
p001-p093,fixed_associations,3,star_red,star_yellow,0,451.700000001118
p001-p093,fixed_associations,3,hexagon_grey,hexagon_grey,1,497.10000000149
p001-p093,fixed_associations,3,cross_pink,cross_grey,0,680.699999999255
p001-p093,fixed_associations,3,hexagon_red,hexagon_grey,0,2711.79999999888
p001-p093,fixed_associations,3,circle_yellow,circle_red,0,536.300000000745
p002-p050,random_associations,2,splat_red,splat_grey,0,3877.09999990463
p002-p050,random_associations,2,splat_yellow,splat_yellow,1,1580.20000004768
p002-p050,random_associations,2,splat_grey,splat_yellow,0,2277
p002-p050,random_associations,2,splat_pink,splat_grey,0,2364.79999995232
p002-p050,random_associations,2,splat_pink,splat_red,0,3637.29999995232
p002-p050,random_associations,2,splat_red,splat_red,1,2766.09999990463
p002-p050,random_associations,2,splat_yellow,splat_yellow,1,1701.89999985695
p002-p050,random_associations,2,splat_grey,splat_red,0,2327.10000014305
p002-p050,random_associations,2,splat_yellow,splat_yellow,1,1712.09999990463
p002-p050,random_associations,2,splat_grey,splat_red,0,3030.5
p002-p050,random_associations,2,splat_pink,splat_yellow,0,1157.5
p002-p050,random_associations,2,splat_red,splat_grey,0,1714.59999990463
p002-p050,random_associations,2,splat_pink,splat_pink,1,2811.79999995232
p002-p050,random_associations,2,splat_yellow,splat_yellow,1,5196.5
p002-p050,random_associations,2,splat_red,splat_pink,0,1241.59999990463
p002-p050,random_associations,2,splat_grey,splat_grey,1,2857.19999980927
p002-p050,random_associations,3,pentagon_grey,pentagon_grey,1,3526
p002-p050,random_associations,3,cross_pink,cross_yellow,0,3356.70000004768
p002-p050,random_associations,3,cross_yellow,cross_red,0,2143.70000004768
p002-p050,random_associations,3,cross_red,cross_yellow,0,3085.10000014305
p002-p050,random_associations,3,cross_red,cross_red,1,2226.70000004768
p002-p050,random_associations,3,cross_yellow,cross_red,0,4003.70000004768
p002-p050,random_associations,3,circle_pink,circle_yellow,0,2503.79999995232
p002-p050,random_associations,3,diamond_grey,diamond_grey,1,2718.39999985695
p002-p050,random_associations,3,diamond_red,diamond_red,1,1551.5
p002-p050,random_associations,3,pentagon_pink,pentagon_pink,1,1574.5
p002-p050,random_associations,3,circle_grey,circle_grey,1,2522.39999985695
p002-p050,random_associations,3,pentagon_yellow,pentagon_yellow,1,4288.70000004768
p002-p050,random_associations,3,diamond_grey,diamond_grey,1,1939.09999990463
p002-p050,random_associations,3,diamond_yellow,diamond_yellow,1,4636.29999995232
p002-p050,random_associations,3,diamond_pink,diamond_pink,1,2021.20000004768
p002-p050,random_associations,3,diamond_red,diamond_red,1,1398.20000004768
p003-p043,fixed_associations,2,splat_red,splat_yellow,0,4980.5
p003-p043,fixed_associations,2,splat_grey,splat_grey,1,2858.30000000028
p003-p043,fixed_associations,2,splat_pink,splat_pink,1,1345.89999999991
p003-p043,fixed_associations,2,splat_yellow,splat_yellow,1,904.399999999907
p003-p043,fixed_associations,2,splat_grey,splat_grey,1,1902.39999999991
p003-p043,fixed_associations,2,splat_pink,splat_pink,1,1618
p003-p043,fixed_associations,2,splat_yellow,splat_yellow,1,952.700000000186
p003-p043,fixed_associations,2,splat_red,splat_red,1,2959.89999999991
p003-p043,fixed_associations,2,splat_yellow,splat_yellow,1,1179.5
p003-p043,fixed_associations,2,splat_grey,splat_grey,1,1337.5
p003-p043,fixed_associations,2,splat_pink,splat_pink,1,1065.5
p003-p043,fixed_associations,2,splat_red,splat_red,1,2035.70000000019
p003-p043,fixed_associations,2,splat_pink,splat_pink,1,1614.70000000019
p003-p043,fixed_associations,2,splat_red,splat_red,1,1255.69999999972
p003-p043,fixed_associations,2,splat_yellow,splat_yellow,1,864.299999999814
p003-p043,fixed_associations,2,splat_grey,splat_grey,1,981.699999999721
p003-p043,fixed_associations,3,square_red,square_red,1,1812.80000000028
p003-p043,fixed_associations,3,square_pink,square_pink,1,2738.89999999991
p003-p043,fixed_associations,3,diamond_yellow,diamond_yellow,1,1355.10000000009
p003-p043,fixed_associations,3,star_grey,star_grey,1,2127.70000000019
p003-p043,fixed_associations,3,diamond_pink,diamond_pink,1,1728.40000000037
p003-p043,fixed_associations,3,square_red,square_red,1,4585.29999999981
p003-p043,fixed_associations,3,square_yellow,square_yellow,1,853.700000000186
p003-p043,fixed_associations,3,diamond_grey,diamond_grey,1,4276.39999999991
p003-p043,fixed_associations,3,star_pink,star_pink,1,2278.60000000009
p003-p043,fixed_associations,3,diamond_yellow,diamond_yellow,1,1399.39999999991
p003-p043,fixed_associations,3,cross_red,cross_red,1,2315.5
p003-p043,fixed_associations,3,cross_grey,cross_grey,1,2837.10000000009
p003-p043,fixed_associations,3,cross_yellow,cross_yellow,1,1254.10000000009
p003-p043,fixed_associations,3,cross_grey,cross_grey,1,1508.79999999981
p003-p043,fixed_associations,3,diamond_pink,diamond_pink,1,1079.29999999981
p003-p043,fixed_associations,3,cross_red,cross_red,1,1670.5
p004-p081,fixed_associations,2,splat_red,splat_red,1,1880.79999999702
p004-p081,fixed_associations,2,splat_yellow,splat_yellow,1,1350.79999999702
p004-p081,fixed_associations,2,splat_pink,splat_pink,1,3425.5
p004-p081,fixed_associations,2,splat_grey,splat_grey,1,2393.19999999925
p004-p081,fixed_associations,2,splat_yellow,splat_yellow,1,1502.69999999925
p004-p081,fixed_associations,2,splat_grey,splat_grey,1,1398.90000000224
p004-p081,fixed_associations,2,splat_pink,splat_pink,1,1651.90000000224
p004-p081,fixed_associations,2,splat_red,splat_red,1,1235.09999999776
p004-p081,fixed_associations,2,splat_yellow,splat_yellow,1,1574.89999999851
p004-p081,fixed_associations,2,splat_red,splat_red,1,1511
p004-p081,fixed_associations,2,splat_pink,splat_pink,1,2090.30000000075
p004-p081,fixed_associations,2,splat_grey,splat_pink,0,1577.90000000224
p004-p081,fixed_associations,2,splat_grey,splat_grey,1,1394.80000000075
p004-p081,fixed_associations,2,splat_yellow,splat_yellow,1,1914.69999999925
p004-p081,fixed_associations,2,splat_pink,splat_pink,1,1580.69999999925
p004-p081,fixed_associations,2,splat_red,splat_red,1,1249.10000000149
p004-p081,fixed_associations,3,square_yellow,square_pink,0,3158.89999999851
p004-p081,fixed_associations,3,pentagon_pink,pentagon_pink,1,2274
p004-p081,fixed_associations,3,square_grey,square_pink,0,2958.5
p004-p081,fixed_associations,3,circle_red,circle_pink,0,2177.60000000149
p004-p081,fixed_associations,3,pentagon_grey,pentagon_pink,0,2016.60000000149
p004-p081,fixed_associations,3,pentagon_yellow,pentagon_red,0,1307.5
p004-p081,fixed_associations,3,circle_red,circle_grey,0,2098.5
p004-p081,fixed_associations,3,diamond_pink,diamond_yellow,0,3064.89999999851
p004-p081,fixed_associations,3,pentagon_grey,pentagon_red,0,1447.69999999925
p004-p081,fixed_associations,3,diamond_red,diamond_red,1,3303.80000000075
p004-p081,fixed_associations,3,square_yellow,square_yellow,1,1432.5
p004-p081,fixed_associations,3,circle_pink,circle_pink,1,2103.20000000298
p004-p081,fixed_associations,3,pentagon_yellow,pentagon_yellow,1,3344.69999999925
p004-p081,fixed_associations,3,pentagon_pink,pentagon_pink,1,2665.5
p004-p081,fixed_associations,3,square_grey,square_grey,1,2037.30000000075
p004-p081,fixed_associations,3,square_red,square_red,1,1145.80000000075
p005-p099,fixed_associations,2,splat_yellow,splat_red,0,7105.30000001192
p005-p099,fixed_associations,2,splat_red,splat_red,1,1793.69999998808
p005-p099,fixed_associations,2,splat_pink,splat_pink,1,2811.10000002384
p005-p099,fixed_associations,2,splat_grey,splat_grey,1,1709.59999996424
p005-p099,fixed_associations,2,splat_yellow,splat_yellow,1,3902.90000003576
p005-p099,fixed_associations,2,splat_grey,splat_grey,1,1934.89999997616
p005-p099,fixed_associations,2,splat_pink,splat_pink,1,4785.10000002384
p005-p099,fixed_associations,2,splat_red,splat_red,1,1169.70000004768
p005-p099,fixed_associations,2,splat_grey,splat_yellow,0,4364.70000004768
p005-p099,fixed_associations,2,splat_pink,splat_grey,0,2105.39999997616
p005-p099,fixed_associations,2,splat_yellow,splat_yellow,1,3835.5
p005-p099,fixed_associations,2,splat_red,splat_red,1,1167.09999996424
p005-p099,fixed_associations,2,splat_red,splat_red,1,1580.80000001192
p005-p099,fixed_associations,2,splat_grey,splat_grey,1,3639.90000003576
p005-p099,fixed_associations,2,splat_pink,splat_pink,1,2147.59999996424
p005-p099,fixed_associations,2,splat_yellow,splat_yellow,1,2039.5
p005-p099,fixed_associations,3,hexagon_yellow,hexagon_yellow,1,4257.89999997616
p005-p099,fixed_associations,3,circle_pink,circle_pink,1,2298
p005-p099,fixed_associations,3,hexagon_red,hexagon_red,1,1538.20000004768
p005-p099,fixed_associations,3,cross_grey,cross_grey,1,3015.09999996424
p005-p099,fixed_associations,3,hexagon_red,hexagon_red,1,1596.5
p005-p099,fixed_associations,3,cross_grey,cross_grey,1,2729.60000002384
p005-p099,fixed_associations,3,cross_yellow,cross_yellow,1,5162.10000002384
p005-p099,fixed_associations,3,pentagon_pink,pentagon_pink,1,3256.69999998808
p005-p099,fixed_associations,3,hexagon_yellow,hexagon_yellow,1,4928.10000002384
p005-p099,fixed_associations,3,cross_pink,cross_pink,1,2387.39999997616
p005-p099,fixed_associations,3,cross_grey,cross_grey,1,3284.40000003576
p005-p099,fixed_associations,3,hexagon_red,hexagon_red,1,1306.40000003576
p005-p099,fixed_associations,3,pentagon_red,pentagon_red,1,1284.09999996424
p005-p099,fixed_associations,3,hexagon_yellow,hexagon_yellow,1,5988.09999996424
p005-p099,fixed_associations,3,pentagon_grey,pentagon_grey,1,3515.19999998808
p005-p099,fixed_associations,3,circle_pink,circle_pink,1,2290.60000002384
p006-p127,random_associations,2,splat_grey,splat_pink,0,12531.5999999046
p006-p127,random_associations,2,splat_red,splat_yellow,0,7287.69999980927
p006-p127,random_associations,2,splat_yellow,splat_red,0,6090.70000004768
p006-p127,random_associations,2,splat_pink,splat_red,0,6062.90000009537
p006-p127,random_associations,2,splat_pink,splat_grey,0,4243.70000004768
p006-p127,random_associations,2,splat_grey,splat_grey,1,2154.59999990463
p006-p127,random_associations,2,splat_yellow,splat_grey,0,1507.59999990463
p006-p127,random_associations,2,splat_red,splat_pink,0,2789
p006-p127,random_associations,2,splat_red,splat_red,1,2797.29999995232
p006-p127,random_associations,2,splat_yellow,splat_pink,0,4066.40000009537
p006-p127,random_associations,2,splat_pink,splat_grey,0,2382.90000009537
p006-p127,random_associations,2,splat_grey,splat_red,0,1192.69999980927
p006-p127,random_associations,2,splat_grey,splat_yellow,0,2119.5
p006-p127,random_associations,2,splat_red,splat_red,1,1917.19999980927
p006-p127,random_associations,2,splat_yellow,splat_yellow,1,1726.79999995232
p006-p127,random_associations,2,splat_pink,splat_red,0,1958.5
p006-p127,random_associations,3,star_yellow,star_pink,0,4171.29999995232
p006-p127,random_associations,3,square_grey,square_red,0,3480.19999980927
p006-p127,random_associations,3,cross_pink,cross_pink,1,3544
p006-p127,random_associations,3,star_red,star_red,1,2483.09999990463
p006-p127,random_associations,3,square_yellow,square_pink,0,2415.69999980927
p006-p127,random_associations,3,star_pink,star_pink,1,1607.89999985695
p006-p127,random_associations,3,star_red,star_yellow,0,7123.30000019073
p006-p127,random_associations,3,cross_grey,cross_pink,0,2058.5
p006-p127,random_associations,3,star_red,star_yellow,0,1830.60000014305
p006-p127,random_associations,3,diamond_yellow,diamond_red,0,1848.09999990463
p006-p127,random_associations,3,star_pink,star_yellow,0,2820.40000009537
p006-p127,random_associations,3,star_grey,star_pink,0,2850.89999985695
p006-p127,random_associations,3,star_yellow,star_yellow,1,2641.79999995232
p006-p127,random_associations,3,diamond_grey,diamond_red,0,1147.10000014305
p006-p127,random_associations,3,square_red,square_grey,0,3165.20000004768
p006-p127,random_associations,3,square_pink,square_pink,1,4530.70000004768
p007-p055,random_associations,2,splat_grey,splat_grey,1,8675.19999998808
p007-p055,random_associations,2,splat_pink,splat_red,0,1652.89999997616
p007-p055,random_associations,2,splat_red,splat_yellow,0,1157.69999998808
p007-p055,random_associations,2,splat_yellow,splat_yellow,1,1238.09999996424
p007-p055,random_associations,2,splat_yellow,splat_yellow,1,1124.60000002384
p007-p055,random_associations,2,splat_red,splat_pink,0,1035.19999998808
p007-p055,random_associations,2,splat_pink,splat_yellow,0,1002.69999998808
p007-p055,random_associations,2,splat_grey,splat_pink,0,717.899999976158
p007-p055,random_associations,2,splat_grey,splat_grey,1,960.199999988079
p007-p055,random_associations,2,splat_pink,splat_yellow,0,974.800000011921
p007-p055,random_associations,2,splat_red,splat_grey,0,890.099999964237
p007-p055,random_associations,2,splat_yellow,splat_yellow,1,997.100000023842
p007-p055,random_associations,2,splat_yellow,splat_yellow,1,882.5
p007-p055,random_associations,2,splat_grey,splat_red,0,697.699999988079
p007-p055,random_associations,2,splat_red,splat_pink,0,742.5
p007-p055,random_associations,2,splat_pink,splat_pink,1,730.5
p007-p055,random_associations,3,cross_pink,cross_red,0,1210
p007-p055,random_associations,3,square_yellow,square_yellow,1,1236.59999996424
p007-p055,random_associations,3,circle_red,circle_red,1,2061.10000002384
p007-p055,random_associations,3,circle_grey,circle_pink,0,1362.10000002384
p007-p055,random_associations,3,square_red,square_yellow,0,3660
p007-p055,random_associations,3,square_grey,square_grey,1,1342.39999997616
p007-p055,random_associations,3,hexagon_yellow,hexagon_pink,0,1175
p007-p055,random_associations,3,circle_pink,circle_red,0,991
p007-p055,random_associations,3,cross_grey,cross_pink,0,1074.40000003576
p007-p055,random_associations,3,circle_red,circle_yellow,0,1043.69999998808
p007-p055,random_associations,3,circle_pink,circle_yellow,0,1037.30000001192
p007-p055,random_associations,3,circle_yellow,circle_red,0,806.899999976158
p007-p055,random_associations,3,cross_grey,cross_red,0,1574.09999996424
p007-p055,random_associations,3,hexagon_yellow,hexagon_pink,0,1703.69999998808
p007-p055,random_associations,3,circle_red,circle_yellow,0,1579.60000002384
p007-p055,random_associations,3,cross_pink,cross_yellow,0,759.099999964237
p008-p049,fixed_associations,2,splat_red,splat_red,1,7177
p008-p049,fixed_associations,2,splat_grey,splat_red,0,7230.80000000075
p008-p049,fixed_associations,2,splat_pink,splat_pink,1,2487.80000000075
p008-p049,fixed_associations,2,splat_yellow,splat_yellow,1,5239.20000000112
p008-p049,fixed_associations,2,splat_yellow,splat_yellow,1,3212.70000000112
p008-p049,fixed_associations,2,splat_pink,splat_pink,1,3415.30000000075
p008-p049,fixed_associations,2,splat_red,splat_red,1,4219.5
p008-p049,fixed_associations,2,splat_grey,splat_grey,1,7152.30000000075
p008-p049,fixed_associations,2,splat_yellow,splat_yellow,1,4818.19999999925
p008-p049,fixed_associations,2,splat_red,splat_red,1,4217.10000000149
p008-p049,fixed_associations,2,splat_pink,splat_pink,1,2082.90000000037
p008-p049,fixed_associations,2,splat_grey,splat_grey,1,9757.79999999888
p008-p049,fixed_associations,2,splat_pink,splat_pink,1,1902
p008-p049,fixed_associations,2,splat_red,splat_red,1,2226.5
p008-p049,fixed_associations,2,splat_grey,splat_grey,1,4002
p008-p049,fixed_associations,2,splat_yellow,splat_yellow,1,2097.69999999925
p008-p049,fixed_associations,3,hexagon_red,hexagon_pink,0,8705
p008-p049,fixed_associations,3,hexagon_pink,hexagon_pink,1,10128.6999999993
p008-p049,fixed_associations,3,pentagon_yellow,pentagon_yellow,1,3224.69999999925
p008-p049,fixed_associations,3,cross_grey,cross_grey,1,5608.30000000075
p008-p049,fixed_associations,3,diamond_pink,diamond_pink,1,2400.10000000149
p008-p049,fixed_associations,3,cross_red,cross_yellow,0,2206.30000000075
p008-p049,fixed_associations,3,hexagon_yellow,hexagon_yellow,1,2225.5
p008-p049,fixed_associations,3,pentagon_grey,pentagon_grey,1,4679.90000000037
p008-p049,fixed_associations,3,diamond_yellow,diamond_yellow,1,1977.19999999925
p008-p049,fixed_associations,3,diamond_grey,diamond_grey,1,3507.90000000037
p008-p049,fixed_associations,3,pentagon_red,pentagon_red,1,3780.5
p008-p049,fixed_associations,3,hexagon_pink,hexagon_pink,1,2744.20000000112
p008-p049,fixed_associations,3,diamond_yellow,diamond_yellow,1,3848.79999999888
p008-p049,fixed_associations,3,diamond_grey,diamond_grey,1,4266.79999999888
p008-p049,fixed_associations,3,cross_pink,cross_pink,1,3145.70000000112
p008-p049,fixed_associations,3,cross_red,cross_red,1,2332.60000000149
p009-p184,fixed_associations,2,splat_yellow,splat_grey,0,5400
p009-p184,fixed_associations,2,splat_grey,splat_red,0,2624
p009-p184,fixed_associations,2,splat_pink,splat_yellow,0,2184
p009-p184,fixed_associations,2,splat_red,splat_pink,0,2268
p009-p184,fixed_associations,2,splat_yellow,splat_grey,0,3575
p009-p184,fixed_associations,2,splat_red,splat_red,1,4082
p009-p184,fixed_associations,2,splat_pink,splat_pink,1,2741
p009-p184,fixed_associations,2,splat_grey,splat_grey,1,2668
p009-p184,fixed_associations,2,splat_yellow,splat_yellow,1,1924
p009-p184,fixed_associations,2,splat_red,splat_red,1,1561
p009-p184,fixed_associations,2,splat_grey,splat_grey,1,2220
p009-p184,fixed_associations,2,splat_pink,splat_yellow,0,2515
p009-p184,fixed_associations,2,splat_pink,splat_yellow,0,1346
p009-p184,fixed_associations,2,splat_yellow,splat_yellow,1,3510
p009-p184,fixed_associations,2,splat_grey,splat_grey,1,2826
p009-p184,fixed_associations,2,splat_red,splat_pink,0,1507
p009-p184,fixed_associations,3,hexagon_grey,hexagon_grey,1,2060
p009-p184,fixed_associations,3,circle_red,circle_red,1,5331
p009-p184,fixed_associations,3,square_yellow,square_red,0,6252
p009-p184,fixed_associations,3,square_pink,square_pink,1,4397
p009-p184,fixed_associations,3,square_pink,square_pink,1,2652
p009-p184,fixed_associations,3,cross_yellow,cross_yellow,1,3491
p009-p184,fixed_associations,3,hexagon_red,hexagon_red,1,1923
p009-p184,fixed_associations,3,circle_grey,circle_grey,1,1643
p009-p184,fixed_associations,3,circle_red,circle_red,1,2702
p009-p184,fixed_associations,3,hexagon_grey,hexagon_grey,1,1104
p009-p184,fixed_associations,3,cross_yellow,cross_pink,0,3776
p009-p184,fixed_associations,3,cross_pink,cross_pink,1,4965
p009-p184,fixed_associations,3,hexagon_red,hexagon_red,1,2840
p009-p184,fixed_associations,3,cross_pink,cross_pink,1,1453
p009-p184,fixed_associations,3,square_grey,square_grey,1,2120
p009-p184,fixed_associations,3,circle_yellow,circle_pink,0,2645
p010-p132,random_associations,2,splat_red,splat_red,1,7581.39999985695
p010-p132,random_associations,2,splat_yellow,splat_yellow,1,1783.39999985695
p010-p132,random_associations,2,splat_grey,splat_grey,1,4393.5
p010-p132,random_associations,2,splat_pink,splat_pink,1,2519.90000009537
p010-p132,random_associations,2,splat_grey,splat_grey,1,2075.29999995232
p010-p132,random_associations,2,splat_pink,splat_pink,1,2069.20000004768
p010-p132,random_associations,2,splat_red,splat_red,1,1508.5
p010-p132,random_associations,2,splat_yellow,splat_yellow,1,1717
p010-p132,random_associations,2,splat_red,splat_red,1,1513.79999995232
p010-p132,random_associations,2,splat_grey,splat_grey,1,2345.90000009537
p010-p132,random_associations,2,splat_pink,splat_pink,1,2215.70000004768
p010-p132,random_associations,2,splat_yellow,splat_yellow,1,1594.5
p010-p132,random_associations,2,splat_red,splat_red,1,1521.5
p010-p132,random_associations,2,splat_grey,splat_grey,1,2202.59999990463
p010-p132,random_associations,2,splat_yellow,splat_yellow,1,1384
p010-p132,random_associations,2,splat_pink,splat_pink,1,1808.90000009537
p010-p132,random_associations,3,cross_grey,cross_grey,1,2930.70000004768
p010-p132,random_associations,3,hexagon_red,hexagon_red,1,1782.70000004768
p010-p132,random_associations,3,square_yellow,square_yellow,1,1674.39999985695
p010-p132,random_associations,3,square_pink,square_pink,1,2701.29999995232
p010-p132,random_associations,3,hexagon_pink,hexagon_pink,1,2887.5
p010-p132,random_associations,3,star_yellow,star_yellow,1,1939.59999990463
p010-p132,random_associations,3,square_grey,square_grey,1,2749.69999980927
p010-p132,random_associations,3,cross_red,cross_red,1,1837.10000014305
p010-p132,random_associations,3,star_red,star_red,1,1772.59999990463
p010-p132,random_associations,3,square_yellow,square_yellow,1,2136.40000009537
p010-p132,random_associations,3,star_pink,star_pink,1,3144.5
p010-p132,random_associations,3,star_grey,star_grey,1,1686.29999995232
p010-p132,random_associations,3,star_pink,star_pink,1,1985.70000004768
p010-p132,random_associations,3,star_grey,star_grey,1,2773.5
p010-p132,random_associations,3,star_red,star_red,1,1811.80000019073
p010-p132,random_associations,3,square_yellow,square_yellow,1,1584.09999990463
p011-p203,fixed_associations,2,splat_yellow,splat_pink,0,6522.80000000075
p011-p203,fixed_associations,2,splat_red,splat_red,1,2679.90000000037
p011-p203,fixed_associations,2,splat_pink,splat_pink,1,3402.10000000149
p011-p203,fixed_associations,2,splat_grey,splat_grey,1,2595.5
p011-p203,fixed_associations,2,splat_yellow,splat_yellow,1,1273.60000000149
p011-p203,fixed_associations,2,splat_pink,splat_pink,1,1306.69999999925
p011-p203,fixed_associations,2,splat_grey,splat_grey,1,3123.09999999963
p011-p203,fixed_associations,2,splat_red,splat_red,1,2376
p011-p203,fixed_associations,2,splat_yellow,splat_yellow,1,1193
p011-p203,fixed_associations,2,splat_pink,splat_pink,1,1268.20000000112
p011-p203,fixed_associations,2,splat_red,splat_red,1,1941.59999999963
p011-p203,fixed_associations,2,splat_grey,splat_grey,1,2677.80000000075
p011-p203,fixed_associations,2,splat_yellow,splat_yellow,1,1241.70000000112
p011-p203,fixed_associations,2,splat_pink,splat_pink,1,1156.5
p011-p203,fixed_associations,2,splat_grey,splat_grey,1,1708.40000000037
p011-p203,fixed_associations,2,splat_red,splat_red,1,1977.09999999963
p011-p203,fixed_associations,3,pentagon_red,pentagon_red,1,2745.80000000075
p011-p203,fixed_associations,3,hexagon_yellow,hexagon_yellow,1,2927.09999999963
p011-p203,fixed_associations,3,square_pink,square_pink,1,1361.80000000075
p011-p203,fixed_associations,3,hexagon_grey,hexagon_grey,1,3768.19999999925
p011-p203,fixed_associations,3,pentagon_pink,pentagon_pink,1,2244
p011-p203,fixed_associations,3,star_grey,star_grey,1,2544.90000000037
p011-p203,fixed_associations,3,star_red,star_red,1,2483.40000000037
p011-p203,fixed_associations,3,pentagon_yellow,pentagon_yellow,1,1748.09999999963
p011-p203,fixed_associations,3,pentagon_red,pentagon_red,1,3562.19999999925
p011-p203,fixed_associations,3,star_yellow,star_yellow,1,2099.09999999963
p011-p203,fixed_associations,3,hexagon_grey,hexagon_grey,1,2359.29999999888
p011-p203,fixed_associations,3,pentagon_pink,pentagon_pink,1,1341.80000000075
p011-p203,fixed_associations,3,square_red,square_red,1,1807.29999999888
p011-p203,fixed_associations,3,hexagon_pink,hexagon_pink,1,1073.09999999963
p011-p203,fixed_associations,3,hexagon_yellow,hexagon_yellow,1,2039.89999999851
p011-p203,fixed_associations,3,square_grey,square_grey,1,1864.89999999851
p012-p125,fixed_associations,2,splat_pink,splat_red,0,11465.2999999523
p012-p125,fixed_associations,2,splat_yellow,splat_grey,0,4541.80000001192
p012-p125,fixed_associations,2,splat_grey,splat_red,0,3374.80000001192
p012-p125,fixed_associations,2,splat_red,splat_yellow,0,3690.60000002384
p012-p125,fixed_associations,2,splat_yellow,splat_pink,0,4430.70000004768
p012-p125,fixed_associations,2,splat_grey,splat_yellow,0,3038.5
p012-p125,fixed_associations,2,splat_red,splat_grey,0,2630
p012-p125,fixed_associations,2,splat_pink,splat_red,0,3017
p012-p125,fixed_associations,2,splat_red,splat_grey,0,3341.69999998808
p012-p125,fixed_associations,2,splat_pink,splat_pink,1,4790.69999998808
p012-p125,fixed_associations,2,splat_yellow,splat_red,0,1582.30000001192
p012-p125,fixed_associations,2,splat_grey,splat_yellow,0,4638.5
p012-p125,fixed_associations,2,splat_pink,splat_grey,0,4931.30000001192
p012-p125,fixed_associations,2,splat_yellow,splat_pink,0,2958.59999996424
p012-p125,fixed_associations,2,splat_grey,splat_grey,1,3029.19999998808
p012-p125,fixed_associations,2,splat_red,splat_yellow,0,1873.20000004768
p012-p125,fixed_associations,3,diamond_grey,diamond_pink,0,3074.40000003576
p012-p125,fixed_associations,3,square_yellow,square_grey,0,4077.5
p012-p125,fixed_associations,3,cross_pink,cross_pink,1,3162.89999997616
p012-p125,fixed_associations,3,diamond_red,diamond_grey,0,2664.59999996424
p012-p125,fixed_associations,3,star_grey,star_pink,0,3466
p012-p125,fixed_associations,3,square_pink,square_yellow,0,4532
p012-p125,fixed_associations,3,star_red,star_pink,0,3919.40000003576
p012-p125,fixed_associations,3,square_yellow,square_red,0,1963.89999997616
p012-p125,fixed_associations,3,square_yellow,square_yellow,1,2017.40000003576
p012-p125,fixed_associations,3,diamond_pink,diamond_pink,1,2640.5
p012-p125,fixed_associations,3,star_red,star_red,1,3097.40000003576
p012-p125,fixed_associations,3,star_grey,star_pink,0,1447.39999997616
p012-p125,fixed_associations,3,cross_red,cross_grey,0,4814.09999996424
p012-p125,fixed_associations,3,cross_yellow,cross_yellow,1,1775.89999997616
p012-p125,fixed_associations,3,diamond_pink,diamond_red,0,3016.70000004768
p012-p125,fixed_associations,3,square_grey,square_red,0,2403.19999998808
p013-p115,fixed_associations,2,splat_pink,splat_grey,0,17999
p013-p115,fixed_associations,2,splat_yellow,splat_yellow,1,3285.5
p013-p115,fixed_associations,2,splat_red,splat_yellow,0,4146
p013-p115,fixed_associations,2,splat_grey,splat_pink,0,5359.5
p013-p115,fixed_associations,2,splat_yellow,splat_yellow,1,3054.5
p013-p115,fixed_associations,2,splat_grey,splat_grey,1,3156
p013-p115,fixed_associations,2,splat_pink,splat_pink,1,13256.8000000119
p013-p115,fixed_associations,2,splat_red,splat_red,1,5233.90000000596
p013-p115,fixed_associations,2,splat_yellow,splat_yellow,1,3212.29999998212
p013-p115,fixed_associations,2,splat_red,splat_red,1,5662
