participant_ID,trial_number,target_cxn,prime_cxn,verb_overlap,rt
B32EFLPA,4,CM,RES,yes,1983
B32EFLPA,4,CM,RES,yes,1289
B32EFLPA,4,CM,RES,yes,1031
B32EFLPA,9,RES,CM,yes,1784
B32EFLPA,9,RES,CM,yes,1327
B32EFLPA,9,RES,CM,yes,1344
B32EFLPA,14,RES,CM,no,1583
B32EFLPA,14,RES,CM,no,2032
B32EFLPA,14,RES,CM,no,1545
B32EFLPA,18,CM,RES,no,2136
B32EFLPA,18,CM,RES,no,2375
B32EFLPA,18,CM,RES,no,1000
B32EFLPA,23,CM,CM,no,2246
B32EFLPA,23,CM,CM,no,1519
B32EFLPA,23,CM,CM,no,1184
B32EFLPA,32,CM,CM,yes,1976
B32EFLPA,32,CM,CM,yes,1232
B32EFLPA,32,CM,CM,yes,978
B32EFLPA,38,RES,RES,yes,1663
B32EFLPA,38,RES,RES,yes,1408
B32EFLPA,43,RES,RES,no,1072
B32EFLPA,43,RES,RES,no,2168
B32EFLPA,43,RES,RES,no,1801
B32EFLPA,48,RES,CM,yes,1832
B32EFLPA,48,RES,CM,yes,1327
B32EFLPA,53,RES,CM,no,1528
B32EFLPA,53,RES,CM,no,1937
B32EFLPA,53,RES,CM,no,1976
B32EFLPA,58,RES,RES,yes,1768
B32EFLPA,58,RES,RES,yes,816
B32EFLPA,58,RES,RES,yes,1392
B32EFLPA,64,CM,RES,no,2392
B32EFLPA,64,CM,RES,no,768
B32EFLPA,68,CM,CM,yes,2017
B32EFLPA,68,CM,CM,yes,1793
B32EFLPA,79,CM,CM,no,1712
B32EFLPA,79,CM,CM,no,1649
B32EFLPA,79,CM,CM,no,1024
B32EFLPA,85,CM,CM,no,1159
B32EFLPA,85,CM,CM,no,1784
B32EFLPA,85,CM,CM,no,1240
B32EFLPA,95,RES,CM,no,2128
B32EFLPA,95,RES,CM,no,1889
B32EFLPA,95,RES,CM,no,2223
B32EFLPA,101,CM,RES,yes,1688
B32EFLPA,101,CM,RES,yes,1778
B32EFLPA,101,CM,RES,yes,1287
B32EFLPA,106,CM,CM,yes,1923
B32EFLPA,106,CM,CM,yes,1401
B32EFLPA,106,CM,CM,yes,950
B32EFLPA,111,RES,RES,yes,1280
B32EFLPA,111,RES,RES,yes,1184
B32EFLPA,111,RES,RES,yes,1736
B32EFLPA,116,RES,RES,no,1136
B32EFLPA,116,RES,RES,no,2249
B32EFLPA,116,RES,RES,no,1040
B32EFLPA,121,RES,CM,yes,1536
B32EFLPA,121,RES,CM,yes,1808
B32EFLPA,121,RES,CM,yes,500
B32EFLPA,130,CM,RES,yes,1657
B32EFLPA,130,CM,RES,yes,2864
B32EFLPA,130,CM,RES,yes,1552
B32EFLPA,140,CM,CM,no,2079
B32EFLPA,140,CM,CM,no,1726
B32EFLPA,140,CM,CM,no,1400
B32EFLPA,150,CM,CM,yes,1288
B32EFLPA,150,CM,CM,yes,848
B32EFLPA,154,RES,RES,yes,1089
B32EFLPA,154,RES,RES,yes,968
B32EFLPA,160,RES,CM,no,2632
B32EFLPA,160,RES,CM,no,1249
78IBAD7K,4,CM,RES,yes,1499
78IBAD7K,4,CM,RES,yes,1678
78IBAD7K,4,CM,RES,yes,1052
78IBAD7K,9,RES,CM,yes,813
78IBAD7K,9,RES,CM,yes,898
78IBAD7K,9,RES,CM,yes,1644
78IBAD7K,14,RES,CM,no,1022
78IBAD7K,14,RES,CM,no,2212
78IBAD7K,14,RES,CM,no,1866
78IBAD7K,18,CM,RES,no,1265
78IBAD7K,23,CM,CM,no,1459
78IBAD7K,23,CM,CM,no,1101
78IBAD7K,23,CM,CM,no,1703
78IBAD7K,32,CM,CM,yes,1443
78IBAD7K,43,RES,RES,no,1194
78IBAD7K,43,RES,RES,no,722
78IBAD7K,43,RES,RES,no,1087
78IBAD7K,48,RES,CM,yes,1126
78IBAD7K,48,RES,CM,yes,1755
78IBAD7K,48,RES,CM,yes,860
78IBAD7K,58,RES,RES,yes,971
78IBAD7K,58,RES,RES,yes,853
78IBAD7K,58,RES,RES,yes,781
78IBAD7K,64,CM,RES,no,2204
78IBAD7K,64,CM,RES,no,1435
78IBAD7K,64,CM,RES,no,1091
78IBAD7K,68,CM,CM,yes,1348
78IBAD7K,68,CM,CM,yes,824
78IBAD7K,68,CM,CM,yes,1086
78IBAD7K,74,CM,RES,yes,792
78IBAD7K,74,CM,RES,yes,1250
78IBAD7K,74,CM,RES,yes,669
78IBAD7K,89,CM,RES,no,1726
78IBAD7K,89,CM,RES,no,684
78IBAD7K,95,RES,CM,no,2502
78IBAD7K,95,RES,CM,no,884
78IBAD7K,95,RES,CM,no,964
78IBAD7K,106,CM,CM,yes,1498
78IBAD7K,106,CM,CM,yes,1125
78IBAD7K,106,CM,CM,yes,717
78IBAD7K,111,RES,RES,yes,1089
78IBAD7K,111,RES,RES,yes,980
78IBAD7K,111,RES,RES,yes,1227
78IBAD7K,116,RES,RES,no,1096
78IBAD7K,116,RES,RES,no,653
78IBAD7K,116,RES,RES,no,1221
78IBAD7K,126,RES,CM,yes,906
78IBAD7K,126,RES,CM,yes,914
78IBAD7K,126,RES,CM,yes,1043
78IBAD7K,136,RES,RES,no,975
78IBAD7K,136,RES,RES,no,1033
78IBAD7K,136,RES,RES,no,1331
78IBAD7K,140,CM,CM,no,1270
78IBAD7K,140,CM,CM,no,803
78IBAD7K,140,CM,CM,no,845
GJ2P1AC6,4,CM,RES,yes,2015
GJ2P1AC6,4,CM,RES,yes,1265
GJ2P1AC6,4,CM,RES,yes,1015
GJ2P1AC6,9,RES,CM,yes,871
GJ2P1AC6,9,RES,CM,yes,681
GJ2P1AC6,9,RES,CM,yes,1087
GJ2P1AC6,14,RES,CM,no,1488
GJ2P1AC6,14,RES,CM,no,1600
GJ2P1AC6,14,RES,CM,no,1704
GJ2P1AC6,18,CM,RES,no,864
GJ2P1AC6,18,CM,RES,no,2176
GJ2P1AC6,18,CM,RES,no,536
GJ2P1AC6,23,CM,CM,no,2352
GJ2P1AC6,23,CM,CM,no,936
GJ2P1AC6,23,CM,CM,no,591
GJ2P1AC6,32,CM,CM,yes,1079
GJ2P1AC6,32,CM,CM,yes,799
GJ2P1AC6,32,CM,CM,yes,568
GJ2P1AC6,38,RES,RES,yes,1527
GJ2P1AC6,38,RES,RES,yes,1856
GJ2P1AC6,38,RES,RES,yes,736
GJ2P1AC6,43,RES,RES,no,1497
GJ2P1AC6,43,RES,RES,no,743
GJ2P1AC6,43,RES,RES,no,601
GJ2P1AC6,48,RES,CM,yes,864
GJ2P1AC6,48,RES,CM,yes,1264
GJ2P1AC6,48,RES,CM,yes,631
GJ2P1AC6,53,RES,CM,no,1137
GJ2P1AC6,53,RES,CM,no,2247
GJ2P1AC6,53,RES,CM,no,1097
GJ2P1AC6,58,RES,RES,yes,1481
GJ2P1AC6,58,RES,RES,yes,760
GJ2P1AC6,58,RES,RES,yes,673
GJ2P1AC6,64,CM,RES,no,1584
GJ2P1AC6,64,CM,RES,no,840
GJ2P1AC6,64,CM,RES,no,584
GJ2P1AC6,68,CM,CM,yes,1920
GJ2P1AC6,68,CM,CM,yes,879
GJ2P1AC6,68,CM,CM,yes,1120
GJ2P1AC6,74,CM,RES,yes,760
GJ2P1AC6,74,CM,RES,yes,1167
GJ2P1AC6,74,CM,RES,yes,601
GJ2P1AC6,79,CM,CM,no,1984
GJ2P1AC6,79,CM,CM,no,936
GJ2P1AC6,79,CM,CM,no,960
GJ2P1AC6,85,CM,CM,no,1129
GJ2P1AC6,85,CM,CM,no,920
GJ2P1AC6,85,CM,CM,no,536
GJ2P1AC6,89,CM,RES,no,1552
GJ2P1AC6,89,CM,RES,no,1088
GJ2P1AC6,89,CM,RES,no,496
GJ2P1AC6,95,RES,CM,no,1560
GJ2P1AC6,95,RES,CM,no,625
GJ2P1AC6,95,RES,CM,no,832
GJ2P1AC6,101,CM,RES,yes,1560
GJ2P1AC6,101,CM,RES,yes,825
GJ2P1AC6,101,CM,RES,yes,640
GJ2P1AC6,106,CM,CM,yes,935
GJ2P1AC6,106,CM,CM,yes,599
GJ2P1AC6,106,CM,CM,yes,600
GJ2P1AC6,111,RES,RES,yes,1416
GJ2P1AC6,111,RES,RES,yes,879
GJ2P1AC6,111,RES,RES,yes,1008
GJ2P1AC6,116,RES,RES,no,1344
GJ2P1AC6,116,RES,RES,no,968
GJ2P1AC6,116,RES,RES,no,1416
GJ2P1AC6,121,RES,CM,yes,1104
GJ2P1AC6,121,RES,CM,yes,2240
GJ2P1AC6,121,RES,CM,yes,848
GJ2P1AC6,126,RES,CM,yes,2152
GJ2P1AC6,126,RES,CM,yes,688
GJ2P1AC6,126,RES,CM,yes,1568
GJ2P1AC6,130,CM,RES,yes,831
GJ2P1AC6,130,CM,RES,yes,944
GJ2P1AC6,130,CM,RES,yes,697
GJ2P1AC6,136,RES,RES,no,1632
GJ2P1AC6,136,RES,RES,no,1000
GJ2P1AC6,136,RES,RES,no,1225
GJ2P1AC6,140,CM,CM,no,1079
GJ2P1AC6,140,CM,CM,no,614
GJ2P1AC6,140,CM,CM,no,529
GJ2P1AC6,145,CM,RES,no,928
GJ2P1AC6,145,CM,RES,no,1776
GJ2P1AC6,145,CM,RES,no,1576
GJ2P1AC6,150,CM,CM,yes,793
GJ2P1AC6,150,CM,CM,yes,711
GJ2P1AC6,150,CM,CM,yes,617
GJ2P1AC6,154,RES,RES,yes,1064
GJ2P1AC6,154,RES,RES,yes,833
GJ2P1AC6,154,RES,RES,yes,504
GJ2P1AC6,160,RES,CM,no,1112
GJ2P1AC6,160,RES,CM,no,944
GJ2P1AC6,160,RES,CM,no,1016
80NIDCEI,4,CM,RES,yes,1068
80NIDCEI,4,CM,RES,yes,1245
80NIDCEI,4,CM,RES,yes,726
80NIDCEI,9,RES,CM,yes,866
80NIDCEI,9,RES,CM,yes,762
80NIDCEI,9,RES,CM,yes,1048
80NIDCEI,14,RES,CM,no,868
80NIDCEI,14,RES,CM,no,841
80NIDCEI,18,CM,RES,no,828
80NIDCEI,18,CM,RES,no,1273
80NIDCEI,18,CM,RES,no,863
80NIDCEI,23,CM,CM,no,954
80NIDCEI,23,CM,CM,no,1163
80NIDCEI,23,CM,CM,no,842
80NIDCEI,32,CM,CM,yes,707
80NIDCEI,32,CM,CM,yes,1786
80NIDCEI,32,CM,CM,yes,1092
80NIDCEI,38,RES,RES,yes,837
80NIDCEI,38,RES,RES,yes,1734
80NIDCEI,38,RES,RES,yes,912
80NIDCEI,43,RES,RES,no,696
80NIDCEI,43,RES,RES,no,747
80NIDCEI,43,RES,RES,no,738
80NIDCEI,48,RES,CM,yes,1314
80NIDCEI,48,RES,CM,yes,1048
80NIDCEI,48,RES,CM,yes,722
80NIDCEI,53,RES,CM,no,952
80NIDCEI,53,RES,CM,no,767
80NIDCEI,53,RES,CM,no,1260
80NIDCEI,58,RES,RES,yes,715
80NIDCEI,58,RES,RES,yes,806
80NIDCEI,58,RES,RES,yes,722
80NIDCEI,64,CM,RES,no,1119
80NIDCEI,64,CM,RES,no,923
80NIDCEI,64,CM,RES,no,852
80NIDCEI,68,CM,CM,yes,666
80NIDCEI,68,CM,CM,yes,697
80NIDCEI,68,CM,CM,yes,772
80NIDCEI,74,CM,RES,yes,587
80NIDCEI,74,CM,RES,yes,1039
80NIDCEI,74,CM,RES,yes,736
80NIDCEI,79,CM,CM,no,631
80NIDCEI,79,CM,CM,no,901
80NIDCEI,79,CM,CM,no,778
80NIDCEI,85,CM,CM,no,682
80NIDCEI,85,CM,CM,no,813
80NIDCEI,85,CM,CM,no,823
80NIDCEI,89,CM,RES,no,822
80NIDCEI,89,CM,RES,no,963
80NIDCEI,89,CM,RES,no,677
80NIDCEI,95,RES,CM,no,613
80NIDCEI,95,RES,CM,no,934
80NIDCEI,95,RES,CM,no,681
80NIDCEI,101,CM,RES,yes,973
80NIDCEI,101,CM,RES,yes,1057
80NIDCEI,101,CM,RES,yes,683
80NIDCEI,106,CM,CM,yes,611
80NIDCEI,106,CM,CM,yes,902
80NIDCEI,106,CM,CM,yes,657
80NIDCEI,111,RES,RES,yes,571
80NIDCEI,111,RES,RES,yes,1156
80NIDCEI,111,RES,RES,yes,1016
80NIDCEI,116,RES,RES,no,722
80NIDCEI,116,RES,RES,no,622
80NIDCEI,116,RES,RES,no,1232
80NIDCEI,121,RES,CM,yes,842
80NIDCEI,121,RES,CM,yes,837
80NIDCEI,121,RES,CM,yes,636
80NIDCEI,126,RES,CM,yes,617
80NIDCEI,126,RES,CM,yes,847
80NIDCEI,126,RES,CM,yes,887
80NIDCEI,136,RES,RES,no,1228
80NIDCEI,136,RES,RES,no,831
80NIDCEI,136,RES,RES,no,782
80NIDCEI,140,CM,CM,no,752
80NIDCEI,140,CM,CM,no,727
80NIDCEI,140,CM,CM,no,531
80NIDCEI,145,CM,RES,no,756
80NIDCEI,145,CM,RES,no,785
80NIDCEI,145,CM,RES,no,681
80NIDCEI,150,CM,CM,yes,551
80NIDCEI,150,CM,CM,yes,876
80NIDCEI,150,CM,CM,yes,584
80NIDCEI,154,RES,RES,yes,572
80NIDCEI,154,RES,RES,yes,726
80NIDCEI,154,RES,RES,yes,632
80NIDCEI,160,RES,CM,no,653
80NIDCEI,160,RES,CM,no,1223
80NIDCEI,160,RES,CM,no,857
TAXQW0SE,9,RES,CM,yes,809
TAXQW0SE,9,RES,CM,yes,579
TAXQW0SE,9,RES,CM,yes,567
TAXQW0SE,14,RES,CM,no,1065
TAXQW0SE,14,RES,CM,no,736
TAXQW0SE,14,RES,CM,no,1056
TAXQW0SE,18,CM,RES,no,735
TAXQW0SE,18,CM,RES,no,991
TAXQW0SE,18,CM,RES,no,769
TAXQW0SE,23,CM,CM,no,674
TAXQW0SE,23,CM,CM,no,576
TAXQW0SE,23,CM,CM,no,482
TAXQW0SE,32,CM,CM,yes,624
TAXQW0SE,32,CM,CM,yes,611
TAXQW0SE,32,CM,CM,yes,562
TAXQW0SE,38,RES,RES,yes,771
TAXQW0SE,38,RES,RES,yes,862
TAXQW0SE,38,RES,RES,yes,775
TAXQW0SE,43,RES,RES,no,549
TAXQW0SE,43,RES,RES,no,537
TAXQW0SE,43,RES,RES,no,689
TAXQW0SE,48,RES,CM,yes,797
TAXQW0SE,48,RES,CM,yes,671
TAXQW0SE,48,RES,CM,yes,701
TAXQW0SE,64,CM,RES,no,1025
TAXQW0SE,64,CM,RES,no,898
TAXQW0SE,64,CM,RES,no,579
TAXQW0SE,68,CM,CM,yes,1318
TAXQW0SE,68,CM,CM,yes,670
TAXQW0SE,68,CM,CM,yes,636
TAXQW0SE,74,CM,RES,yes,630
TAXQW0SE,74,CM,RES,yes,847
TAXQW0SE,74,CM,RES,yes,587
TAXQW0SE,79,CM,CM,no,919
TAXQW0SE,79,CM,CM,no,924
TAXQW0SE,79,CM,CM,no,631
TAXQW0SE,85,CM,CM,no,598
TAXQW0SE,85,CM,CM,no,1054
TAXQW0SE,85,CM,CM,no,557
TAXQW0SE,89,CM,RES,no,577
TAXQW0SE,89,CM,RES,no,710
TAXQW0SE,89,CM,RES,no,372
TAXQW0SE,95,RES,CM,no,686
TAXQW0SE,95,RES,CM,no,561
TAXQW0SE,95,RES,CM,no,350
TAXQW0SE,106,CM,CM,yes,825
TAXQW0SE,106,CM,CM,yes,673
TAXQW0SE,106,CM,CM,yes,388
TAXQW0SE,111,RES,RES,yes,584
TAXQW0SE,111,RES,RES,yes,869
TAXQW0SE,111,RES,RES,yes,965
TAXQW0SE,116,RES,RES,no,657
TAXQW0SE,116,RES,RES,no,434
TAXQW0SE,116,RES,RES,no,559
TAXQW0SE,126,RES,CM,yes,836
TAXQW0SE,126,RES,CM,yes,932
TAXQW0SE,126,RES,CM,yes,837
TAXQW0SE,130,CM,RES,yes,585
TAXQW0SE,130,CM,RES,yes,975
TAXQW0SE,130,CM,RES,yes,552
TAXQW0SE,136,RES,RES,no,557
TAXQW0SE,136,RES,RES,no,1276
TAXQW0SE,136,RES,RES,no,693
TAXQW0SE,140,CM,CM,no,692
TAXQW0SE,140,CM,CM,no,715
TAXQW0SE,140,CM,CM,no,311
TAXQW0SE,145,CM,RES,no,751
TAXQW0SE,145,CM,RES,no,1110
TAXQW0SE,145,CM,RES,no,454
TAXQW0SE,150,CM,CM,yes,467
TAXQW0SE,150,CM,CM,yes,449
TAXQW0SE,150,CM,CM,yes,452
TAXQW0SE,154,RES,RES,yes,567
TAXQW0SE,154,RES,RES,yes,539
TAXQW0SE,154,RES,RES,yes,456
TAXQW0SE,160,RES,CM,no,708
TAXQW0SE,160,RES,CM,no,625
TAXQW0SE,160,RES,CM,no,375
IHOTX68E,4,CM,RES,yes,1804
IHOTX68E,4,CM,RES,yes,1358
IHOTX68E,4,CM,RES,yes,741
IHOTX68E,9,RES,CM,yes,1206
IHOTX68E,9,RES,CM,yes,1046
IHOTX68E,9,RES,CM,yes,689
IHOTX68E,18,CM,RES,no,1273
IHOTX68E,18,CM,RES,no,1290
IHOTX68E,18,CM,RES,no,1423
IHOTX68E,23,CM,CM,no,1028
IHOTX68E,23,CM,CM,no,918
IHOTX68E,23,CM,CM,no,573
IHOTX68E,32,CM,CM,yes,1084
IHOTX68E,32,CM,CM,yes,813
IHOTX68E,32,CM,CM,yes,1471
IHOTX68E,43,RES,RES,no,940
IHOTX68E,43,RES,RES,no,752
IHOTX68E,43,RES,RES,no,746
IHOTX68E,48,RES,CM,yes,1026
IHOTX68E,48,RES,CM,yes,1529
IHOTX68E,48,RES,CM,yes,671
IHOTX68E,53,RES,CM,no,1082
IHOTX68E,53,RES,CM,no,1226
IHOTX68E,53,RES,CM,no,873
IHOTX68E,58,RES,RES,yes,772
IHOTX68E,58,RES,RES,yes,698
IHOTX68E,58,RES,RES,yes,536
IHOTX68E,64,CM,RES,no,943
IHOTX68E,64,CM,RES,no,777
IHOTX68E,64,CM,RES,no,589
IHOTX68E,74,CM,RES,yes,858
IHOTX68E,74,CM,RES,yes,1159
IHOTX68E,74,CM,RES,yes,651
IHOTX68E,79,CM,CM,no,1574
IHOTX68E,79,CM,CM,no,1012
IHOTX68E,79,CM,CM,no,599
IHOTX68E,89,CM,RES,no,662
IHOTX68E,89,CM,RES,no,1920
IHOTX68E,89,CM,RES,no,469
IHOTX68E,95,RES,CM,no,660
IHOTX68E,95,RES,CM,no,781
IHOTX68E,95,RES,CM,no,685
IHOTX68E,101,CM,RES,yes,994
IHOTX68E,101,CM,RES,yes,821
IHOTX68E,101,CM,RES,yes,563
IHOTX68E,106,CM,CM,yes,714
IHOTX68E,106,CM,CM,yes,749
IHOTX68E,106,CM,CM,yes,810
IHOTX68E,111,RES,RES,yes,698
IHOTX68E,111,RES,RES,yes,668
IHOTX68E,111,RES,RES,yes,957
IHOTX68E,116,RES,RES,no,1003
IHOTX68E,116,RES,RES,no,885
IHOTX68E,116,RES,RES,no,944
IHOTX68E,121,RES,CM,yes,840
IHOTX68E,121,RES,CM,yes,937
IHOTX68E,121,RES,CM,yes,636
IHOTX68E,126,RES,CM,yes,724
IHOTX68E,126,RES,CM,yes,1073
IHOTX68E,126,RES,CM,yes,699
IHOTX68E,130,CM,RES,yes,728
IHOTX68E,130,CM,RES,yes,1027
IHOTX68E,130,CM,RES,yes,730
IHOTX68E,136,RES,RES,no,1032
IHOTX68E,136,RES,RES,no,1006
IHOTX68E,136,RES,RES,no,684
IHOTX68E,140,CM,CM,no,898
IHOTX68E,140,CM,CM,no,705
IHOTX68E,140,CM,CM,no,566
IHOTX68E,154,RES,RES,yes,747
IHOTX68E,154,RES,RES,yes,885
IHOTX68E,154,RES,RES,yes,775
IHOTX68E,160,RES,CM,no,823
IHOTX68E,160,RES,CM,no,660
IHOTX68E,160,RES,CM,no,831
MRKKH64F,4,CM,RES,yes,1120
MRKKH64F,4,CM,RES,yes,1519
MRKKH64F,4,CM,RES,yes,810
MRKKH64F,9,RES,CM,yes,1224
MRKKH64F,9,RES,CM,yes,735
MRKKH64F,9,RES,CM,yes,1489
MRKKH64F,14,RES,CM,no,773
MRKKH64F,14,RES,CM,no,1088
MRKKH64F,14,RES,CM,no,1024
MRKKH64F,18,CM,RES,no,930
MRKKH64F,18,CM,RES,no,871
MRKKH64F,18,CM,RES,no,1164
MRKKH64F,23,CM,CM,no,1199
MRKKH64F,23,CM,CM,no,847
MRKKH64F,23,CM,CM,no,864
MRKKH64F,32,CM,CM,yes,881
MRKKH64F,32,CM,CM,yes,800
MRKKH64F,32,CM,CM,yes,672
MRKKH64F,38,RES,RES,yes,1713
MRKKH64F,38,RES,RES,yes,851
MRKKH64F,38,RES,RES,yes,729
MRKKH64F,43,RES,RES,no,833
MRKKH64F,43,RES,RES,no,809
MRKKH64F,43,RES,RES,no,780
MRKKH64F,48,RES,CM,yes,920
MRKKH64F,48,RES,CM,yes,1240
MRKKH64F,48,RES,CM,yes,739
MRKKH64F,53,RES,CM,no,1085
MRKKH64F,53,RES,CM,no,944
MRKKH64F,53,RES,CM,no,744
MRKKH64F,58,RES,RES,yes,608
MRKKH64F,58,RES,RES,yes,578
MRKKH64F,58,RES,RES,yes,639
MRKKH64F,64,CM,RES,no,1143
MRKKH64F,64,CM,RES,no,1462
MRKKH64F,64,CM,RES,no,1035
MRKKH64F,68,CM,CM,yes,1176
MRKKH64F,68,CM,CM,yes,1282
MRKKH64F,68,CM,CM,yes,926
MRKKH64F,74,CM,RES,yes,731
MRKKH64F,74,CM,RES,yes,1072
MRKKH64F,74,CM,RES,yes,752
MRKKH64F,79,CM,CM,no,1115
MRKKH64F,79,CM,CM,no,931
MRKKH64F,79,CM,CM,no,1399
MRKKH64F,85,CM,CM,no,817
MRKKH64F,85,CM,CM,no,1372
MRKKH64F,85,CM,CM,no,651
MRKKH64F,89,CM,RES,no,815
MRKKH64F,89,CM,RES,no,797
MRKKH64F,89,CM,RES,no,692
MRKKH64F,95,RES,CM,no,1018
MRKKH64F,95,RES,CM,no,1272
MRKKH64F,95,RES,CM,no,911
MRKKH64F,101,CM,RES,yes,961
MRKKH64F,101,CM,RES,yes,936
MRKKH64F,101,CM,RES,yes,840
MRKKH64F,106,CM,CM,yes,1348
MRKKH64F,106,CM,CM,yes,935
MRKKH64F,106,CM,CM,yes,696
MRKKH64F,111,RES,RES,yes,720
MRKKH64F,111,RES,RES,yes,970
MRKKH64F,111,RES,RES,yes,790
MRKKH64F,116,RES,RES,no,620
MRKKH64F,116,RES,RES,no,744
MRKKH64F,116,RES,RES,no,737
MRKKH64F,126,RES,CM,yes,937
MRKKH64F,126,RES,CM,yes,1437
MRKKH64F,126,RES,CM,yes,1411
MRKKH64F,130,CM,RES,yes,718
MRKKH64F,130,CM,RES,yes,1275
MRKKH64F,130,CM,RES,yes,756
MRKKH64F,136,RES,RES,no,583
MRKKH64F,136,RES,RES,no,1012
MRKKH64F,136,RES,RES,no,888
MRKKH64F,145,CM,RES,no,781
MRKKH64F,145,CM,RES,no,1832
MRKKH64F,145,CM,RES,no,936
MRKKH64F,150,CM,CM,yes,663
MRKKH64F,150,CM,CM,yes,657
MRKKH64F,150,CM,CM,yes,628
MRKKH64F,160,RES,CM,no,1542
MRKKH64F,160,RES,CM,no,755
MRKKH64F,160,RES,CM,no,876
1EWSPLYC,4,CM,RES,yes,1218
1EWSPLYC,4,CM,RES,yes,756
1EWSPLYC,4,CM,RES,yes,927
1EWSPLYC,9,RES,CM,yes,931
1EWSPLYC,9,RES,CM,yes,692
1EWSPLYC,9,RES,CM,yes,971
1EWSPLYC,18,CM,RES,no,1290
1EWSPLYC,18,CM,RES,no,1491
1EWSPLYC,18,CM,RES,no,1600
1EWSPLYC,23,CM,CM,no,2023
1EWSPLYC,23,CM,CM,no,1737
1EWSPLYC,23,CM,CM,no,1182
1EWSPLYC,32,CM,CM,yes,911
1EWSPLYC,32,CM,CM,yes,787
1EWSPLYC,32,CM,CM,yes,711
1EWSPLYC,38,RES,RES,yes,1149
1EWSPLYC,38,RES,RES,yes,980
1EWSPLYC,38,RES,RES,yes,1972
1EWSPLYC,43,RES,RES,no,1260
1EWSPLYC,43,RES,RES,no,763
1EWSPLYC,43,RES,RES,no,823
1EWSPLYC,48,RES,CM,yes,924
1EWSPLYC,48,RES,CM,yes,687
1EWSPLYC,48,RES,CM,yes,641
1EWSPLYC,53,RES,CM,no,1079
1EWSPLYC,53,RES,CM,no,1565
1EWSPLYC,53,RES,CM,no,641
1EWSPLYC,58,RES,RES,yes,790
1EWSPLYC,58,RES,RES,yes,691
1EWSPLYC,58,RES,RES,yes,704
1EWSPLYC,64,CM,RES,no,976
1EWSPLYC,64,CM,RES,no,787
1EWSPLYC,64,CM,RES,no,565
1EWSPLYC,68,CM,CM,yes,1252
1EWSPLYC,68,CM,CM,yes,644
1EWSPLYC,68,CM,CM,yes,647
1EWSPLYC,74,CM,RES,yes,677
1EWSPLYC,74,CM,RES,yes,631
1EWSPLYC,74,CM,RES,yes,529
1EWSPLYC,79,CM,CM,no,644
1EWSPLYC,79,CM,CM,no,762
1EWSPLYC,79,CM,CM,no,573
1EWSPLYC,85,CM,CM,no,609
1EWSPLYC,85,CM,CM,no,1154
1EWSPLYC,85,CM,CM,no,569
1EWSPLYC,89,CM,RES,no,995
1EWSPLYC,89,CM,RES,no,1724
1EWSPLYC,89,CM,RES,no,690
1EWSPLYC,95,RES,CM,no,1158
1EWSPLYC,95,RES,CM,no,727
1EWSPLYC,95,RES,CM,no,771
1EWSPLYC,101,CM,RES,yes,1117
1EWSPLYC,101,CM,RES,yes,842
1EWSPLYC,101,CM,RES,yes,500
1EWSPLYC,106,CM,CM,yes,814
1EWSPLYC,106,CM,CM,yes,573
1EWSPLYC,106,CM,CM,yes,761
1EWSPLYC,111,RES,RES,yes,897
1EWSPLYC,111,RES,RES,yes,1086
1EWSPLYC,111,RES,RES,yes,1962
1EWSPLYC,121,RES,CM,yes,764
1EWSPLYC,121,RES,CM,yes,1082
1EWSPLYC,121,RES,CM,yes,724
1EWSPLYC,126,RES,CM,yes,1015
1EWSPLYC,126,RES,CM,yes,1606
1EWSPLYC,126,RES,CM,yes,1210
1EWSPLYC,130,CM,RES,yes,1144
1EWSPLYC,130,CM,RES,yes,966
1EWSPLYC,130,CM,RES,yes,744
1EWSPLYC,136,RES,RES,no,708
1EWSPLYC,136,RES,RES,no,851
1EWSPLYC,136,RES,RES,no,868
1EWSPLYC,140,CM,CM,no,1009
1EWSPLYC,140,CM,CM,no,720
1EWSPLYC,140,CM,CM,no,989
1EWSPLYC,145,CM,RES,no,775
1EWSPLYC,145,CM,RES,no,865
1EWSPLYC,145,CM,RES,no,858
1EWSPLYC,150,CM,CM,yes,775
1EWSPLYC,150,CM,CM,yes,873
1EWSPLYC,150,CM,CM,yes,648
1EWSPLYC,160,RES,CM,no,1097
1EWSPLYC,160,RES,CM,no,684
1EWSPLYC,160,RES,CM,no,885
LSIANHA0,4,CM,RES,yes,986
LSIANHA0,4,CM,RES,yes,796
LSIANHA0,4,CM,RES,yes,810
LSIANHA0,9,RES,CM,yes,1110
LSIANHA0,9,RES,CM,yes,1059
LSIANHA0,9,RES,CM,yes,1245
LSIANHA0,14,RES,CM,no,1380
LSIANHA0,14,RES,CM,no,1022
LSIANHA0,14,RES,CM,no,1655
LSIANHA0,18,CM,RES,no,886
LSIANHA0,18,CM,RES,no,1080
LSIANHA0,18,CM,RES,no,826
LSIANHA0,23,CM,CM,no,878
LSIANHA0,23,CM,CM,no,706
LSIANHA0,23,CM,CM,no,592
LSIANHA0,32,CM,CM,yes,839
LSIANHA0,32,CM,CM,yes,648
LSIANHA0,32,CM,CM,yes,665
LSIANHA0,38,RES,RES,yes,888
LSIANHA0,38,RES,RES,yes,1378
LSIANHA0,38,RES,RES,yes,720
LSIANHA0,43,RES,RES,no,716
