participant_ID,trial_number,target_cxn,prime_cxn,verb_overlap,rt
VROY9PFL,121,RES,CM,yes,1105
VROY9PFL,121,RES,CM,yes,967
VROY9PFL,126,RES,CM,yes,709
VROY9PFL,126,RES,CM,yes,1006
VROY9PFL,126,RES,CM,yes,833
VROY9PFL,130,CM,RES,yes,972
VROY9PFL,130,CM,RES,yes,794
VROY9PFL,130,CM,RES,yes,769
VROY9PFL,136,RES,RES,no,1156
VROY9PFL,136,RES,RES,no,1198
VROY9PFL,136,RES,RES,no,1058
VROY9PFL,140,CM,CM,no,903
VROY9PFL,140,CM,CM,no,1009
VROY9PFL,140,CM,CM,no,891
VROY9PFL,145,CM,RES,no,837
VROY9PFL,145,CM,RES,no,1132
VROY9PFL,145,CM,RES,no,765
VROY9PFL,150,CM,CM,yes,962
VROY9PFL,150,CM,CM,yes,1035
VROY9PFL,150,CM,CM,yes,1211
VROY9PFL,154,RES,RES,yes,964
VROY9PFL,154,RES,RES,yes,868
VROY9PFL,154,RES,RES,yes,1240
7TT3VNFH,4,CM,RES,yes,1313
7TT3VNFH,4,CM,RES,yes,728
7TT3VNFH,4,CM,RES,yes,748
7TT3VNFH,9,RES,CM,yes,1075
7TT3VNFH,9,RES,CM,yes,787
7TT3VNFH,9,RES,CM,yes,1170
7TT3VNFH,14,RES,CM,no,1371
7TT3VNFH,14,RES,CM,no,757
7TT3VNFH,14,RES,CM,no,1291
7TT3VNFH,18,CM,RES,no,983
7TT3VNFH,18,CM,RES,no,1156
7TT3VNFH,18,CM,RES,no,605
7TT3VNFH,23,CM,CM,no,871
7TT3VNFH,23,CM,CM,no,927
7TT3VNFH,23,CM,CM,no,639
7TT3VNFH,27,RES,RES,no,1465
7TT3VNFH,27,RES,RES,no,906
7TT3VNFH,27,RES,RES,no,977
7TT3VNFH,32,CM,CM,yes,1213
7TT3VNFH,32,CM,CM,yes,807
7TT3VNFH,32,CM,CM,yes,977
7TT3VNFH,38,RES,RES,yes,958
7TT3VNFH,38,RES,RES,yes,658
7TT3VNFH,38,RES,RES,yes,925
7TT3VNFH,43,RES,RES,no,1130
7TT3VNFH,43,RES,RES,no,943
7TT3VNFH,43,RES,RES,no,1897
7TT3VNFH,48,RES,CM,yes,705
7TT3VNFH,48,RES,CM,yes,923
7TT3VNFH,48,RES,CM,yes,689
7TT3VNFH,53,RES,CM,no,772
7TT3VNFH,53,RES,CM,no,727
7TT3VNFH,53,RES,CM,no,980
7TT3VNFH,58,RES,RES,yes,738
7TT3VNFH,58,RES,RES,yes,675
7TT3VNFH,58,RES,RES,yes,758
7TT3VNFH,64,CM,RES,no,719
7TT3VNFH,64,CM,RES,no,1395
7TT3VNFH,64,CM,RES,no,763
7TT3VNFH,68,CM,CM,yes,739
7TT3VNFH,68,CM,CM,yes,807
7TT3VNFH,68,CM,CM,yes,658
7TT3VNFH,74,CM,RES,yes,846
7TT3VNFH,74,CM,RES,yes,998
7TT3VNFH,74,CM,RES,yes,712
7TT3VNFH,79,CM,CM,no,753
7TT3VNFH,79,CM,CM,no,1209
7TT3VNFH,79,CM,CM,no,763
7TT3VNFH,89,CM,RES,no,853
7TT3VNFH,89,CM,RES,no,759
7TT3VNFH,89,CM,RES,no,572
7TT3VNFH,95,RES,CM,no,815
7TT3VNFH,95,RES,CM,no,1269
7TT3VNFH,95,RES,CM,no,589
7TT3VNFH,106,CM,CM,yes,683
7TT3VNFH,106,CM,CM,yes,630
7TT3VNFH,106,CM,CM,yes,570
7TT3VNFH,121,RES,CM,yes,739
7TT3VNFH,121,RES,CM,yes,1519
7TT3VNFH,121,RES,CM,yes,929
7TT3VNFH,126,RES,CM,yes,696
7TT3VNFH,126,RES,CM,yes,762
7TT3VNFH,126,RES,CM,yes,986
7TT3VNFH,130,CM,RES,yes,756
7TT3VNFH,130,CM,RES,yes,841
7TT3VNFH,130,CM,RES,yes,741
7TT3VNFH,136,RES,RES,no,646
7TT3VNFH,136,RES,RES,no,787
7TT3VNFH,136,RES,RES,no,641
7TT3VNFH,140,CM,CM,no,691
7TT3VNFH,140,CM,CM,no,835
7TT3VNFH,140,CM,CM,no,792
7TT3VNFH,150,CM,CM,yes,775
7TT3VNFH,150,CM,CM,yes,842
7TT3VNFH,150,CM,CM,yes,663
7TT3VNFH,154,RES,RES,yes,727
7TT3VNFH,154,RES,RES,yes,729
7TT3VNFH,154,RES,RES,yes,1099
7TT3VNFH,160,RES,CM,no,733
7TT3VNFH,160,RES,CM,no,718
7TT3VNFH,160,RES,CM,no,839
3UCCL0Q2,4,CM,RES,yes,1103
3UCCL0Q2,4,CM,RES,yes,1560
3UCCL0Q2,4,CM,RES,yes,1200
3UCCL0Q2,14,RES,CM,no,1000
3UCCL0Q2,14,RES,CM,no,1447
3UCCL0Q2,14,RES,CM,no,1936
3UCCL0Q2,18,CM,RES,no,1672
3UCCL0Q2,18,CM,RES,no,2263
3UCCL0Q2,18,CM,RES,no,776
3UCCL0Q2,23,CM,CM,no,1353
3UCCL0Q2,23,CM,CM,no,1295
3UCCL0Q2,23,CM,CM,no,824
3UCCL0Q2,27,RES,RES,no,1232
3UCCL0Q2,27,RES,RES,no,1337
3UCCL0Q2,27,RES,RES,no,775
3UCCL0Q2,32,CM,CM,yes,1304
3UCCL0Q2,32,CM,CM,yes,736
3UCCL0Q2,32,CM,CM,yes,1504
3UCCL0Q2,38,RES,RES,yes,1696
3UCCL0Q2,38,RES,RES,yes,1088
3UCCL0Q2,38,RES,RES,yes,873
3UCCL0Q2,43,RES,RES,no,1624
3UCCL0Q2,43,RES,RES,no,1119
3UCCL0Q2,43,RES,RES,no,977
3UCCL0Q2,48,RES,CM,yes,1192
3UCCL0Q2,48,RES,CM,yes,784
3UCCL0Q2,48,RES,CM,yes,1320
3UCCL0Q2,53,RES,CM,no,1120
3UCCL0Q2,53,RES,CM,no,783
3UCCL0Q2,53,RES,CM,no,1344
3UCCL0Q2,58,RES,RES,yes,1714
3UCCL0Q2,58,RES,RES,yes,913
3UCCL0Q2,58,RES,RES,yes,1103
3UCCL0Q2,64,CM,RES,no,1005
3UCCL0Q2,64,CM,RES,no,1440
3UCCL0Q2,64,CM,RES,no,944
3UCCL0Q2,68,CM,CM,yes,1560
3UCCL0Q2,68,CM,CM,yes,1040
3UCCL0Q2,68,CM,CM,yes,1120
3UCCL0Q2,74,CM,RES,yes,1352
3UCCL0Q2,74,CM,RES,yes,1087
3UCCL0Q2,74,CM,RES,yes,664
3UCCL0Q2,79,CM,CM,no,1055
3UCCL0Q2,79,CM,CM,no,1824
3UCCL0Q2,79,CM,CM,no,792
3UCCL0Q2,85,CM,CM,no,911
3UCCL0Q2,85,CM,CM,no,824
3UCCL0Q2,85,CM,CM,no,792
3UCCL0Q2,89,CM,RES,no,1936
3UCCL0Q2,89,CM,RES,no,896
3UCCL0Q2,89,CM,RES,no,1063
3UCCL0Q2,95,RES,CM,no,985
3UCCL0Q2,95,RES,CM,no,1312
3UCCL0Q2,95,RES,CM,no,786
3UCCL0Q2,106,CM,CM,yes,887
3UCCL0Q2,106,CM,CM,yes,1000
3UCCL0Q2,106,CM,CM,yes,689
3UCCL0Q2,116,RES,RES,no,2272
3UCCL0Q2,116,RES,RES,no,2304
3UCCL0Q2,116,RES,RES,no,1128
3UCCL0Q2,121,RES,CM,yes,1304
3UCCL0Q2,121,RES,CM,yes,1592
3UCCL0Q2,121,RES,CM,yes,992
3UCCL0Q2,126,RES,CM,yes,1335
3UCCL0Q2,126,RES,CM,yes,937
3UCCL0Q2,126,RES,CM,yes,615
3UCCL0Q2,140,CM,CM,no,1256
3UCCL0Q2,140,CM,CM,no,848
3UCCL0Q2,140,CM,CM,no,896
3UCCL0Q2,145,CM,RES,no,1247
3UCCL0Q2,145,CM,RES,no,936
3UCCL0Q2,145,CM,RES,no,960
3UCCL0Q2,160,RES,CM,no,960
3UCCL0Q2,160,RES,CM,no,904
3UCCL0Q2,160,RES,CM,no,664
DPSSVUTW,4,CM,RES,yes,1010
DPSSVUTW,4,CM,RES,yes,1586
DPSSVUTW,4,CM,RES,yes,714
DPSSVUTW,9,RES,CM,yes,1022
DPSSVUTW,9,RES,CM,yes,2612
DPSSVUTW,9,RES,CM,yes,1527
DPSSVUTW,14,RES,CM,no,1670
DPSSVUTW,14,RES,CM,no,1049
DPSSVUTW,14,RES,CM,no,1116
DPSSVUTW,18,CM,RES,no,1013
DPSSVUTW,18,CM,RES,no,1174
DPSSVUTW,18,CM,RES,no,603
DPSSVUTW,23,CM,CM,no,775
DPSSVUTW,23,CM,CM,no,1333
DPSSVUTW,23,CM,CM,no,696
DPSSVUTW,27,RES,RES,no,1271
DPSSVUTW,27,RES,RES,no,810
DPSSVUTW,27,RES,RES,no,1095
DPSSVUTW,32,CM,CM,yes,1522
DPSSVUTW,32,CM,CM,yes,1284
DPSSVUTW,32,CM,CM,yes,900
DPSSVUTW,43,RES,RES,no,645
DPSSVUTW,43,RES,RES,no,1083
DPSSVUTW,43,RES,RES,no,1206
DPSSVUTW,48,RES,CM,yes,962
DPSSVUTW,48,RES,CM,yes,948
DPSSVUTW,48,RES,CM,yes,842
DPSSVUTW,53,RES,CM,no,875
DPSSVUTW,53,RES,CM,no,1030
DPSSVUTW,53,RES,CM,no,798
DPSSVUTW,58,RES,RES,yes,585
DPSSVUTW,58,RES,RES,yes,822
DPSSVUTW,58,RES,RES,yes,829
DPSSVUTW,64,CM,RES,no,1073
DPSSVUTW,64,CM,RES,no,1211
DPSSVUTW,64,CM,RES,no,794
DPSSVUTW,68,CM,CM,yes,660
DPSSVUTW,68,CM,CM,yes,1045
DPSSVUTW,68,CM,CM,yes,924
DPSSVUTW,79,CM,CM,no,928
DPSSVUTW,79,CM,CM,no,547
DPSSVUTW,79,CM,CM,no,737
DPSSVUTW,85,CM,CM,no,1635
DPSSVUTW,85,CM,CM,no,1971
DPSSVUTW,85,CM,CM,no,512
DPSSVUTW,89,CM,RES,no,914
DPSSVUTW,89,CM,RES,no,1094
DPSSVUTW,89,CM,RES,no,591
DPSSVUTW,106,CM,CM,yes,2902
DPSSVUTW,106,CM,CM,yes,759
DPSSVUTW,106,CM,CM,yes,603
DPSSVUTW,111,RES,RES,yes,793
DPSSVUTW,111,RES,RES,yes,642
DPSSVUTW,111,RES,RES,yes,945
DPSSVUTW,116,RES,RES,no,1036
DPSSVUTW,116,RES,RES,no,1442
DPSSVUTW,116,RES,RES,no,1055
DPSSVUTW,121,RES,CM,yes,877
DPSSVUTW,121,RES,CM,yes,2044
DPSSVUTW,121,RES,CM,yes,1292
DPSSVUTW,126,RES,CM,yes,567
DPSSVUTW,126,RES,CM,yes,680
DPSSVUTW,126,RES,CM,yes,749
DPSSVUTW,130,CM,RES,yes,601
DPSSVUTW,130,CM,RES,yes,551
DPSSVUTW,130,CM,RES,yes,771
DPSSVUTW,136,RES,RES,no,852
DPSSVUTW,136,RES,RES,no,487
DPSSVUTW,136,RES,RES,no,798
DPSSVUTW,140,CM,CM,no,1489
DPSSVUTW,140,CM,CM,no,843
DPSSVUTW,140,CM,CM,no,529
DPSSVUTW,145,CM,RES,no,863
DPSSVUTW,145,CM,RES,no,1201
DPSSVUTW,145,CM,RES,no,588
DPSSVUTW,150,CM,CM,yes,1097
DPSSVUTW,150,CM,CM,yes,919
DPSSVUTW,150,CM,CM,yes,471
DPSSVUTW,154,RES,RES,yes,1448
DPSSVUTW,154,RES,RES,yes,656
DPSSVUTW,154,RES,RES,yes,601
DPSSVUTW,160,RES,CM,no,592
DPSSVUTW,160,RES,CM,no,954
DPSSVUTW,160,RES,CM,no,704
S3OQSPFX,4,CM,RES,yes,1073
S3OQSPFX,4,CM,RES,yes,1968
S3OQSPFX,4,CM,RES,yes,904
S3OQSPFX,9,RES,CM,yes,1211
S3OQSPFX,9,RES,CM,yes,1110
S3OQSPFX,9,RES,CM,yes,1317
S3OQSPFX,14,RES,CM,no,734
S3OQSPFX,14,RES,CM,no,779
S3OQSPFX,14,RES,CM,no,1277
S3OQSPFX,18,CM,RES,no,1451
S3OQSPFX,18,CM,RES,no,1294
S3OQSPFX,18,CM,RES,no,1251
S3OQSPFX,23,CM,CM,no,863
S3OQSPFX,23,CM,CM,no,1596
S3OQSPFX,23,CM,CM,no,968
S3OQSPFX,27,RES,RES,no,1245
S3OQSPFX,27,RES,RES,no,2127
S3OQSPFX,27,RES,RES,no,1036
S3OQSPFX,32,CM,CM,yes,874
S3OQSPFX,32,CM,CM,yes,830
S3OQSPFX,32,CM,CM,yes,730
S3OQSPFX,38,RES,RES,yes,1037
S3OQSPFX,38,RES,RES,yes,850
S3OQSPFX,38,RES,RES,yes,1080
S3OQSPFX,43,RES,RES,no,829
S3OQSPFX,43,RES,RES,no,767
S3OQSPFX,43,RES,RES,no,1173
S3OQSPFX,48,RES,CM,yes,998
S3OQSPFX,48,RES,CM,yes,2146
S3OQSPFX,48,RES,CM,yes,1061
S3OQSPFX,53,RES,CM,no,942
S3OQSPFX,53,RES,CM,no,1018
S3OQSPFX,53,RES,CM,no,1067
S3OQSPFX,58,RES,RES,yes,702
S3OQSPFX,58,RES,RES,yes,1481
S3OQSPFX,58,RES,RES,yes,1248
S3OQSPFX,64,CM,RES,no,853
S3OQSPFX,64,CM,RES,no,1418
S3OQSPFX,64,CM,RES,no,867
S3OQSPFX,68,CM,CM,yes,824
S3OQSPFX,68,CM,CM,yes,1630
S3OQSPFX,68,CM,CM,yes,747
S3OQSPFX,79,CM,CM,no,812
S3OQSPFX,79,CM,CM,no,1149
S3OQSPFX,79,CM,CM,no,795
S3OQSPFX,85,CM,CM,no,984
S3OQSPFX,85,CM,CM,no,1375
S3OQSPFX,85,CM,CM,no,787
S3OQSPFX,89,CM,RES,no,686
S3OQSPFX,89,CM,RES,no,1005
S3OQSPFX,89,CM,RES,no,867
S3OQSPFX,95,RES,CM,no,1399
S3OQSPFX,95,RES,CM,no,1523
S3OQSPFX,95,RES,CM,no,712
S3OQSPFX,106,CM,CM,yes,1024
S3OQSPFX,106,CM,CM,yes,992
S3OQSPFX,106,CM,CM,yes,869
S3OQSPFX,111,RES,RES,yes,1245
S3OQSPFX,111,RES,RES,yes,1605
S3OQSPFX,111,RES,RES,yes,1153
S3OQSPFX,116,RES,RES,no,1386
S3OQSPFX,116,RES,RES,no,2178
S3OQSPFX,116,RES,RES,no,1652
S3OQSPFX,121,RES,CM,yes,1126
S3OQSPFX,121,RES,CM,yes,2775
S3OQSPFX,121,RES,CM,yes,1279
S3OQSPFX,126,RES,CM,yes,1268
S3OQSPFX,126,RES,CM,yes,1326
S3OQSPFX,126,RES,CM,yes,1114
S3OQSPFX,130,CM,RES,yes,875
S3OQSPFX,130,CM,RES,yes,1361
S3OQSPFX,130,CM,RES,yes,881
S3OQSPFX,136,RES,RES,no,972
S3OQSPFX,136,RES,RES,no,727
S3OQSPFX,136,RES,RES,no,630
S3OQSPFX,140,CM,CM,no,926
S3OQSPFX,140,CM,CM,no,856
S3OQSPFX,140,CM,CM,no,628
S3OQSPFX,150,CM,CM,yes,863
S3OQSPFX,150,CM,CM,yes,998
S3OQSPFX,150,CM,CM,yes,798
S3OQSPFX,154,RES,RES,yes,718
S3OQSPFX,154,RES,RES,yes,1090
S3OQSPFX,154,RES,RES,yes,851
8TMHVCWL,4,CM,RES,yes,955
8TMHVCWL,4,CM,RES,yes,2706
8TMHVCWL,4,CM,RES,yes,609
8TMHVCWL,9,RES,CM,yes,895
8TMHVCWL,9,RES,CM,yes,956
8TMHVCWL,9,RES,CM,yes,895
8TMHVCWL,14,RES,CM,no,2219
8TMHVCWL,14,RES,CM,no,623
8TMHVCWL,14,RES,CM,no,853
8TMHVCWL,18,CM,RES,no,890
8TMHVCWL,18,CM,RES,no,1603
8TMHVCWL,18,CM,RES,no,904
8TMHVCWL,23,CM,CM,no,1180
8TMHVCWL,23,CM,CM,no,797
8TMHVCWL,23,CM,CM,no,589
8TMHVCWL,27,RES,RES,no,1149
8TMHVCWL,27,RES,RES,no,1362
8TMHVCWL,27,RES,RES,no,668
8TMHVCWL,32,CM,CM,yes,866
8TMHVCWL,32,CM,CM,yes,1208
8TMHVCWL,32,CM,CM,yes,632
8TMHVCWL,38,RES,RES,yes,1043
8TMHVCWL,38,RES,RES,yes,546
8TMHVCWL,38,RES,RES,yes,569
8TMHVCWL,43,RES,RES,no,659
8TMHVCWL,43,RES,RES,no,771
8TMHVCWL,43,RES,RES,no,925
8TMHVCWL,48,RES,CM,yes,676
8TMHVCWL,48,RES,CM,yes,798
8TMHVCWL,48,RES,CM,yes,721
8TMHVCWL,53,RES,CM,no,1024
8TMHVCWL,53,RES,CM,no,780
8TMHVCWL,53,RES,CM,no,600
8TMHVCWL,58,RES,RES,yes,759
8TMHVCWL,58,RES,RES,yes,671
8TMHVCWL,58,RES,RES,yes,725
8TMHVCWL,64,CM,RES,no,745
8TMHVCWL,64,CM,RES,no,1040
8TMHVCWL,64,CM,RES,no,691
8TMHVCWL,68,CM,CM,yes,914
8TMHVCWL,68,CM,CM,yes,579
8TMHVCWL,68,CM,CM,yes,627
8TMHVCWL,74,CM,RES,yes,882
8TMHVCWL,74,CM,RES,yes,632
8TMHVCWL,74,CM,RES,yes,860
8TMHVCWL,79,CM,CM,no,548
8TMHVCWL,79,CM,CM,no,811
8TMHVCWL,79,CM,CM,no,671
8TMHVCWL,89,CM,RES,no,934
8TMHVCWL,89,CM,RES,no,710
8TMHVCWL,89,CM,RES,no,633
8TMHVCWL,95,RES,CM,no,687
8TMHVCWL,95,RES,CM,no,1171
8TMHVCWL,95,RES,CM,no,658
8TMHVCWL,106,CM,CM,yes,770
8TMHVCWL,106,CM,CM,yes,1443
8TMHVCWL,106,CM,CM,yes,623
8TMHVCWL,111,RES,RES,yes,665
8TMHVCWL,111,RES,RES,yes,868
8TMHVCWL,111,RES,RES,yes,763
8TMHVCWL,121,RES,CM,yes,937
8TMHVCWL,121,RES,CM,yes,1794
8TMHVCWL,121,RES,CM,yes,1746
8TMHVCWL,126,RES,CM,yes,704
8TMHVCWL,126,RES,CM,yes,738
8TMHVCWL,126,RES,CM,yes,704
8TMHVCWL,130,CM,RES,yes,982
8TMHVCWL,130,CM,RES,yes,611
8TMHVCWL,130,CM,RES,yes,711
8TMHVCWL,136,RES,RES,no,815
8TMHVCWL,136,RES,RES,no,798
8TMHVCWL,136,RES,RES,no,988
8TMHVCWL,140,CM,CM,no,1120
8TMHVCWL,140,CM,CM,no,656
8TMHVCWL,140,CM,CM,no,437
8TMHVCWL,145,CM,RES,no,872
8TMHVCWL,145,CM,RES,no,1320
8TMHVCWL,145,CM,RES,no,677
8TMHVCWL,150,CM,CM,yes,1021
8TMHVCWL,150,CM,CM,yes,797
8TMHVCWL,150,CM,CM,yes,560
8TMHVCWL,154,RES,RES,yes,662
8TMHVCWL,154,RES,RES,yes,748
8TMHVCWL,154,RES,RES,yes,720
8TMHVCWL,160,RES,CM,no,598
8TMHVCWL,160,RES,CM,no,843
8TMHVCWL,160,RES,CM,no,595
1HWYU1HN,4,CM,RES,yes,800
1HWYU1HN,4,CM,RES,yes,1081
1HWYU1HN,4,CM,RES,yes,743
1HWYU1HN,9,RES,CM,yes,752
1HWYU1HN,9,RES,CM,yes,1112
1HWYU1HN,9,RES,CM,yes,1288
1HWYU1HN,14,RES,CM,no,767
1HWYU1HN,14,RES,CM,no,728
1HWYU1HN,14,RES,CM,no,720
1HWYU1HN,18,CM,RES,no,840
1HWYU1HN,18,CM,RES,no,833
1HWYU1HN,18,CM,RES,no,599
1HWYU1HN,23,CM,CM,no,1256
1HWYU1HN,23,CM,CM,no,888
1HWYU1HN,23,CM,CM,no,608
1HWYU1HN,27,RES,RES,no,936
1HWYU1HN,27,RES,RES,no,760
1HWYU1HN,27,RES,RES,no,856
1HWYU1HN,32,CM,CM,yes,744
1HWYU1HN,32,CM,CM,yes,1448
1HWYU1HN,32,CM,CM,yes,961
1HWYU1HN,38,RES,RES,yes,712
1HWYU1HN,38,RES,RES,yes,704
1HWYU1HN,38,RES,RES,yes,688
1HWYU1HN,43,RES,RES,no,720
1HWYU1HN,43,RES,RES,no,696
1HWYU1HN,43,RES,RES,no,616
1HWYU1HN,48,RES,CM,yes,593
1HWYU1HN,48,RES,CM,yes,712
1HWYU1HN,48,RES,CM,yes,648
1HWYU1HN,53,RES,CM,no,728
1HWYU1HN,53,RES,CM,no,776
1HWYU1HN,53,RES,CM,no,720
1HWYU1HN,58,RES,RES,yes,600
1HWYU1HN,58,RES,RES,yes,656
1HWYU1HN,58,RES,RES,yes,601
1HWYU1HN,64,CM,RES,no,873
1HWYU1HN,64,CM,RES,no,1457
1HWYU1HN,64,CM,RES,no,648
1HWYU1HN,68,CM,CM,yes,631
1HWYU1HN,68,CM,CM,yes,993
1HWYU1HN,68,CM,CM,yes,760
1HWYU1HN,74,CM,RES,yes,672
1HWYU1HN,74,CM,RES,yes,791
1HWYU1HN,74,CM,RES,yes,648
1HWYU1HN,79,CM,CM,no,721
1HWYU1HN,79,CM,CM,no,1704
1HWYU1HN,79,CM,CM,no,816
1HWYU1HN,85,CM,CM,no,665
1HWYU1HN,85,CM,CM,no,831
1HWYU1HN,85,CM,CM,no,641
1HWYU1HN,89,CM,RES,no,599
1HWYU1HN,89,CM,RES,no,737
1HWYU1HN,89,CM,RES,no,535
1HWYU1HN,95,RES,CM,no,664
1HWYU1HN,95,RES,CM,no,793
1HWYU1HN,95,RES,CM,no,631
1HWYU1HN,106,CM,CM,yes,609
1HWYU1HN,106,CM,CM,yes,568
1HWYU1HN,106,CM,CM,yes,736
1HWYU1HN,111,RES,RES,yes,856
1HWYU1HN,111,RES,RES,yes,984
1HWYU1HN,111,RES,RES,yes,904
1HWYU1HN,116,RES,RES,no,672
1HWYU1HN,116,RES,RES,no,921
1HWYU1HN,116,RES,RES,no,807
1HWYU1HN,121,RES,CM,yes,808
1HWYU1HN,121,RES,CM,yes,2056
1HWYU1HN,121,RES,CM,yes,953
1HWYU1HN,126,RES,CM,yes,735
1HWYU1HN,126,RES,CM,yes,825
1HWYU1HN,126,RES,CM,yes,615
1HWYU1HN,130,CM,RES,yes,816
1HWYU1HN,130,CM,RES,yes,1144
1HWYU1HN,130,CM,RES,yes,608
1HWYU1HN,136,RES,RES,no,824
1HWYU1HN,136,RES,RES,no,768
1HWYU1HN,136,RES,RES,no,808
1HWYU1HN,140,CM,CM,no,776
1HWYU1HN,140,CM,CM,no,760
1HWYU1HN,140,CM,CM,no,761
1HWYU1HN,145,CM,RES,no,1312
1HWYU1HN,145,CM,RES,no,1032
1HWYU1HN,145,CM,RES,no,552
1HWYU1HN,150,CM,CM,yes,745
1HWYU1HN,150,CM,CM,yes,800
1HWYU1HN,150,CM,CM,yes,608
1HWYU1HN,154,RES,RES,yes,872
1HWYU1HN,154,RES,RES,yes,632
1HWYU1HN,154,RES,RES,yes,848
1HWYU1HN,160,RES,CM,no,720
1HWYU1HN,160,RES,CM,no,839
1HWYU1HN,160,RES,CM,no,648
048OXXIE,4,CM,RES,yes,1351
048OXXIE,4,CM,RES,yes,1792
048OXXIE,4,CM,RES,yes,785
048OXXIE,9,RES,CM,yes,1272
048OXXIE,9,RES,CM,yes,912
048OXXIE,9,RES,CM,yes,2355
048OXXIE,14,RES,CM,no,924
048OXXIE,14,RES,CM,no,2020
048OXXIE,14,RES,CM,no,2325
048OXXIE,18,CM,RES,no,1649
048OXXIE,18,CM,RES,no,1009
048OXXIE,18,CM,RES,no,818
048OXXIE,23,CM,CM,no,1232
048OXXIE,23,CM,CM,no,1562
048OXXIE,23,CM,CM,no,941
048OXXIE,27,RES,RES,no,1808
048OXXIE,27,RES,RES,no,1215
048OXXIE,27,RES,RES,no,2556
048OXXIE,32,CM,CM,yes,1563
048OXXIE,32,CM,CM,yes,1176
048OXXIE,32,CM,CM,yes,2058
048OXXIE,38,RES,RES,yes,1191
048OXXIE,38,RES,RES,yes,1132
048OXXIE,38,RES,RES,yes,1046
048OXXIE,43,RES,RES,no,905
048OXXIE,43,RES,RES,no,2680
048OXXIE,43,RES,RES,no,1681
048OXXIE,48,RES,CM,yes,764
048OXXIE,48,RES,CM,yes,698
048OXXIE,48,RES,CM,yes,802
048OXXIE,53,RES,CM,no,1160
048OXXIE,53,RES,CM,no,1142
048OXXIE,53,RES,CM,no,1849
048OXXIE,64,CM,RES,no,1069
048OXXIE,64,CM,RES,no,789
048OXXIE,64,CM,RES,no,642
048OXXIE,68,CM,CM,yes,1880
048OXXIE,68,CM,CM,yes,1114
048OXXIE,68,CM,CM,yes,548
048OXXIE,74,CM,RES,yes,644
048OXXIE,74,CM,RES,yes,651
048OXXIE,79,CM,CM,no,762
048OXXIE,79,CM,CM,no,1475
048OXXIE,79,CM,CM,no,721
048OXXIE,85,CM,CM,no,1271
048OXXIE,85,CM,CM,no,1437
048OXXIE,89,CM,RES,no,777
048OXXIE,89,CM,RES,no,1136
048OXXIE,89,CM,RES,no,550
048OXXIE,95,RES,CM,no,597
048OXXIE,95,RES,CM,no,1541
048OXXIE,95,RES,CM,no,720
048OXXIE,106,CM,CM,yes,2490
048OXXIE,106,CM,CM,yes,1076
048OXXIE,106,CM,CM,yes,871
048OXXIE,111,RES,RES,yes,858
048OXXIE,111,RES,RES,yes,763
048OXXIE,111,RES,RES,yes,1168
048OXXIE,121,RES,CM,yes,620
048OXXIE,121,RES,CM,yes,691
048OXXIE,121,RES,CM,yes,1675
048OXXIE,126,RES,CM,yes,1074
048OXXIE,126,RES,CM,yes,1069
048OXXIE,126,RES,CM,yes,608
048OXXIE,130,CM,RES,yes,788
048OXXIE,130,CM,RES,yes,793
048OXXIE,130,CM,RES,yes,611
048OXXIE,136,RES,RES,no,1205
048OXXIE,136,RES,RES,no,1376
048OXXIE,136,RES,RES,no,674
048OXXIE,140,CM,CM,no,803
048OXXIE,140,CM,CM,no,1376
048OXXIE,140,CM,CM,no,543
048OXXIE,145,CM,RES,no,636
048OXXIE,145,CM,RES,no,1377
048OXXIE,145,CM,RES,no,627
048OXXIE,150,CM,CM,yes,1202
048OXXIE,150,CM,CM,yes,2339
048OXXIE,150,CM,CM,yes,832
048OXXIE,154,RES,RES,yes,804
048OXXIE,154,RES,RES,yes,884
048OXXIE,154,RES,RES,yes,742
HADVYH18,4,CM,RES,yes,1624
HADVYH18,4,CM,RES,yes,1222
HADVYH18,4,CM,RES,yes,832
HADVYH18,9,RES,CM,yes,1160
HADVYH18,9,RES,CM,yes,1920
HADVYH18,14,RES,CM,no,920
HADVYH18,14,RES,CM,no,1121
HADVYH18,14,RES,CM,no,1071
HADVYH18,18,CM,RES,no,1194
HADVYH18,18,CM,RES,no,1344
HADVYH18,18,CM,RES,no,712
HADVYH18,23,CM,CM,no,1343
HADVYH18,23,CM,CM,no,2111
HADVYH18,23,CM,CM,no,1464
HADVYH18,27,RES,RES,no,992
HADVYH18,27,RES,RES,no,770
HADVYH18,27,RES,RES,no,1023
HADVYH18,32,CM,CM,yes,984
HADVYH18,32,CM,CM,yes,936
HADVYH18,32,CM,CM,yes,1260
HADVYH18,38,RES,RES,yes,832
HADVYH18,38,RES,RES,yes,936
HADVYH18,38,RES,RES,yes,841
HADVYH18,43,RES,RES,no,1368
HADVYH18,43,RES,RES,no,888
HADVYH18,43,RES,RES,no,1928
HADVYH18,48,RES,CM,yes,1009
HADVYH18,48,RES,CM,yes,1080
HADVYH18,48,RES,CM,yes,639
HADVYH18,53,RES,CM,no,984
HADVYH18,53,RES,CM,no,1400
HADVYH18,53,RES,CM,no,1200
HADVYH18,58,RES,RES,yes,1183
HADVYH18,58,RES,RES,yes,1183
HADVYH18,58,RES,RES,yes,881
HADVYH18,64,CM,RES,no,1711
HADVYH18,64,CM,RES,no,1362
HADVYH18,64,CM,RES,no,1014
